text,label
"Here is a detailed 4-paragraph release retrospective discussing sprint velocity, blockers, completed user stories, and carry-over tickets. How many story points were completed during the sprint?",0
"From this verbose curl output containing request headers, SSL handshake details, response headers, and timing metrics: what is the value of the 'cf-ray' header?",0
"In this detailed Apache Kafka topic configuration output showing partition count, replication factor, retention bytes, and min in-sync replicas: what is the replication factor?",0
"Extract the host IP address from this detailed network route table output displaying interfaces, gateways, netmasks, and metric flags.",0
"Below is a 20-line YAML document configuring OpenTelemetry collectors, receivers, processors, and exporters. What port is the OTLP gRPC receiver listening on?",0
"From this detailed database table statistics report showing table name, live tuples, dead tuples, last vacuum, and index scan count: what is the count of dead tuples for the 'orders' table?",0
"In this lengthy software bug report containing system environment, reproduction steps, expected results, actual results, and logs: what browser version was reported by the user?",0
"Read this multi-stanza logstash configuration file defining beats inputs, grok filters, and elasticsearch outputs. What index name pattern is specified in the elasticsearch output?",0
From this detailed audit log recording 10 user permission changes in an admin console: which admin user revoked permissions for user 'dev_42'?,0
"In this verbose Redis INFO output showing server info, clients, memory, persistence, and replication stats: what is the value of 'used_memory_human'?",0
Extract the package download URL from this lengthy pip install debug log containing wheel metadata and hash verification steps.,0
"From this detailed hardware inventory report listing rack numbers, server models, CPU models, RAM sizes, and disk drives: how much RAM is installed in server 'rack2-node4'?",0
"In this verbose pytest test execution report listing 80 passed tests, 2 skipped tests, and 1 failed test: what is the name of the single failed test function?",0
Read this multi-paragraph announcement regarding new company health insurance benefits and wellness stipends. What is the annual maximum wellness reimbursement amount?,0
"From this lengthy syslog file recording SSH login attempts, daemon restarts, and firewall events: what username was used in the failed login attempt at 04:12:01?",0
"In this detailed PostgreSQL EXPLAIN (ANALYZE, BUFFERS) query plan spanning 25 lines: what is the total execution time reported in milliseconds at the bottom of the plan?",0
Extract the DNS nameserver IP address from this detailed /etc/resolv.conf and network manager status output.,0
"From this lengthy npm package.json file with 30 dependencies, scripts, and repository metadata: what is the start script command defined under 'scripts'?",0
"In this detailed AWS IAM role policy document containing 5 statements with conditions, resources, and action lists: what is the Sid of the statement allowing S3 GetObject?",0
Read this detailed 200-word product warranty description for industrial power supplies. How many years is the manufacturer replacement warranty valid?,0
"From this verbose HTTP/2 connection debug trace with frame types, stream IDs, and window update frames: what is the stream ID of the initial HEADERS frame?",0
"In this detailed Elasticsearch cluster health JSON response with status, node counts, active primary shards, and unassigned shards: what is the cluster status ('green', 'yellow', or 'red')?",0
Extract the webhook destination URL from this detailed Stripe customer subscription updated event payload.,0
From this lengthy Git diff output modifying 8 files across frontend and backend: which specific file had lines removed in the 'utils' folder?,0
"In this detailed RabbitMQ queue statistics table showing queue name, messages ready, messages unacknowledged, and consumer count: how many consumers are active on queue 'task.queue'?",0
Read this lengthy 3-paragraph email from IT support explaining VPN troubleshooting steps and DNS cache flushing commands. What command is recommended to flush DNS on macOS?,0
"From this detailed Kubernetes pod description showing container statuses, exit codes, restart counts, and volume mounts: what was the termination exit code of the init container?",0
"In this verbose systemd service unit file with Unit, Service, and Install sections: what is the restart policy configured under 'Restart='?",0
Extract the model architecture name from this detailed PyTorch model summary table showing 20 layers and parameter counts.,0
From this lengthy Apache access log snippet with 15 requests: what is the user-agent string of the request from IP 10.0.0.9?,0
In this detailed database schema dump containing 5 tables with foreign keys and check constraints: what table does the 'user_id' in table 'orders' reference?,0
"Read this lengthy software release checklist with 20 items across QA, Security, Documentation, and Ops. Who is the assigned owner for the 'Update Swagger Docs' task?",0
From this detailed AWS S3 bucket lifecycle configuration XML: after how many days are objects transitioned to Glacier?,0
"In this verbose BGP routing table dump showing prefixes, next hops, AS paths, and local preference: what is the next hop IP for prefix 198.51.100.0/24?",0
Extract the billing contact person's name from this detailed corporate vendor agreement preamble.,0
"From this detailed container inspect JSON dump showing mounts, env vars, networks, and state: what is the container IP address on the bridge network?",0
"In this verbose webpack bundle analysis output showing chunk names, sizes, and module dependencies: what is the size in kilobytes of the 'vendor.js' bundle?",0
Read this lengthy 400-word job description for a Senior Backend Engineer. How many years of professional experience are required in the qualifications section?,0
From this detailed Grafana dashboard JSON configuration containing 8 panels and query targets: what is the title of panel ID 4?,0
"In this verbose network ping trace with 20 packets showing sequence numbers, TTLs, and round-trip times: what was the minimum round-trip time recorded?",0
Redis vs Memcached for session storage and caching?,1
"Should we shard our database by user_id or organization_id, and why?",1
Monolith or microservices for our early-stage MVP?,1
Why would a database connection pool deadlock under high concurrent traffic?,1
How to prevent double-spending without distributed transactions in microservices?,1
Kubernetes vs serverless containers for our asynchronous worker pipeline?,1
How can an attacker exploit an unvalidated URL redirect in OAuth2?,1
Why is our B-tree index being ignored in this range query?,1
Should we adopt optimistic or pessimistic concurrency for inventory checkout?,1
What causes silent WAL accumulation on PostgreSQL streaming replication secondaries?,1
How to handle eventual consistency anomalies in a distributed shopping cart?,1
Why did our deep learning model loss diverge right after learning rate warm-up?,1
Can a JWT signature validation be bypassed if the algorithm is set to none?,1
How do we survive a split-brain condition in a 3-node Raft cluster?,1
Should we use gRPC or REST for high-throughput inter-service communication?,1
How to safely roll back a database migration that dropped a column in production?,1
Why is our Java garbage collection pause time exceeding 500ms under low CPU load?,1
Single shared database vs database-per-service for an enterprise migration?,1
How to model time-series metric rollups efficiently in Apache Cassandra?,1
What are the security implications of running Docker containers as root?,1
How to diagnose intermittent packet loss occurring strictly across cross-region VPC peerings?,1
DynamoDB vs Aurora PostgreSQL for a multi-tenant SaaS ledger?,1
Why would an asynchronous Celery task duplicate execution despite task acknowledgement?,1
How to design an idempotent payment processing endpoint with Stripe webhooks?,1
Should we use event sourcing with CQRS or traditional relational CRUD here?,1
Why is our Kafka consumer group constantly rebalancing during peak ingestion?,1
How to mitigate cold-start latency spikes in serverless machine learning APIs?,1
Can an adversary poison training data through uncurated public user feedback?,1
Should we store raw JSON documents in PostgreSQL JSONB or MongoDB?,1
Why does our application suffer thread starvation when using synchronous file I/O inside async loops?,1
How to architect zero-downtime blue/green deployments for stateful WebSocket services?,1
What are the trade-offs of using eBPF over traditional Linux iptables for network policy?,1
How to implement distributed tracing across heterogeneous gRPC and RabbitMQ services?,1
Why would a query run 100x slower when executed inside a prepared statement in Postgres?,1
Should we use Apache Flink or Kafka Streams for real-time fraud aggregation?,1
How to prevent SSRF vulnerabilities when fetching user-supplied avatar URLs?,1
Why is our GPU utilization at 25% while GPU memory is at 95% during inference?,1
How to coordinate a multi-region database failover without data loss or split-brain?,1
Should we use Snowflake or ClickHouse for customer-facing sub-second analytics?,1
What causes TCP connection reset storms on an overloaded reverse proxy?,1
How to structure access control: Role-Based (RBAC) or Attribute-Based (ABAC)?,1
Why would an in-memory cache hit ratio decrease when cache size is doubled?,1
How to achieve exactly-once message processing using RabbitMQ and PostgreSQL?,1
Should we deploy a custom LoRA adapter or use prompt engineering for classification?,1
Why did our Kubernetes HPA fail to scale workers when queue depth spiked tenfold?,1
How to secure internal service-to-service communications without full Istio mesh overhead?,1
Can floating-point non-determinism cause divergent consensus in distributed state machines?,1
Why is our Elasticsearch cluster red after a single node reboot?,1
How to architect an asynchronous retry queue with exponential backoff and jitter in AMQP?,1
"Should we use WebSockets, Server-Sent Events, or long polling for live dashboard updates?",1
Why would a Linux system kill worker processes without generating an OOM killer log?,1
How to optimize memory bandwidth bottlenecks in large language model inference?,1
What are the regulatory risks of storing EU customer PII in US-East S3 buckets?,1
How to resolve schema evolution conflicts in Avro messages without breaking old consumers?,1
Why did our Redis replica discard the replication stream and trigger a full sync?,1
Should we use client-side or server-side load balancing for microservices gRPC traffic?,1
How to design an unguessable yet compact referral code generator resilient to collision attacks?,1
Why does database query latency increase linearly with table size despite an index on the WHERE clause?,1
How to isolate noisy neighbors in a multi-tenant Kubernetes inference cluster?,1
What causes distributed transaction rollbacks to cascade into system-wide deadlocks?,1
Should we use continuous batching or static batching for our self-hosted LLM API?,1
How to prevent race conditions during distributed coupon redemption during flash sales?,1
Why is our TLS handshake failing for 0.1% of clients on AWS Application Load Balancer?,1
How to design an audit logging system that prevents rogue administrators from tampering with records?,1
Should we implement rate limiting at the API gateway or at the individual service level?,1
"Analyze this multi-threaded deadlock trace between WorkerThread and CleanupTask, determine the lock acquisition cycle, and explain how to break the dependency safely.",1
"Trace the execution flow of a request passing through ingress, envoy proxy, auth sidecar, and upstream backend; isolate which component introduced the 504 gateway timeout based on these timestamps.",1
"Calculate the amortized cost per prediction over 3 years given hardware depreciation schedules, power usage effectiveness, inference latency distributions, and GPU utilization curves.",1
"Given this SQL execution plan with nested loops and sequential table scans, identify the cardinality misestimations, explain the root cause in statistics, and formulate the compound index strategy.",1
Evaluate the mathematical correctness of this custom gradient clipping algorithm under distributed data parallel synchronization and prove whether it preserves gradient direction.,1
Derive the expected queue waiting time using an M/M/c queuing model when arrival rate increases by 40% and each worker has a deterministic service time variance.,1
"Given conflicting requirements between low latency (P99 < 15ms) and consistency across three continents, analyze which distributed consensus protocol is viable and what failure modes remain.",1
"Synthesize the trade-offs between speculative decoding, continuous batching, and tensor parallelism for an 8xH100 inference pod running a 70B parameter model.",1
"Analyze why this distributed training job hangs during all-reduce communication at epoch 4, evaluating NCCL ring topology, InfiniBand NIC saturation, and memory fragmentation.",1
Determine the optimal re-sharding strategy for a 50TB distributed key-value store with hot key skew without incurring more than 2% packet loss during migration.,1
"Given these memory heap dump profiles showing retaining paths in native PyTorch tensors, diagnose the reference cycle preventing GC from collecting allocated CUDA pages.",1
Formulate an optimization model to minimize egress bandwidth costs across multi-cloud regions while adhering to regional data residency laws and SLAs.,1
Evaluate the stability of this numerical ODE solver for stiff differential equations and propose a step-size adaptation rule that guarantees convergence.,1
Analyze the causal dependencies in this microservices call graph during a cascading failure cascade and identify the optimal circuit-breaker threshold values.,1
"Given this distributed clock drift log across 12 nodes, determine whether a linearizable read could have returned stale data under the Raft consensus lease implementation.",1
Investigate why an asynchronous message queue accumulated 2 million unprocessed messages over 4 hours while CPU and memory on worker pods remained below 20%.,1
Conduct a comprehensive root-cause postmortem of an intermittent memory leak that crashes Kubernetes worker pods every 72 hours only during high network I/O periods.,1
"Analyze this incident log where PostgreSQL database connections spiked to maximum pool capacity, transaction latency degraded tenfold, and read queries timed out.",1
Diagnose why an EKS Horizontal Pod Autoscaler failed to scale out inference worker pods during a sudden 10x traffic spike despite high queue ready count.,1
Investigate the root cause of subtle floating-point discrepancies observed between model outputs on NVIDIA A100 GPUs versus AMD MI300X accelerators during identical inference batches.,1
Formulate hypotheses and investigative experiments to determine why a microservice response latency P99 degraded from 25ms to 850ms following an operating system kernel patch.,1
Perform a postmortem investigation of a silent data corruption incident where customer billing records had rounded decimal values due to improper ORM type coercion.,1
Diagnose an intermittent SSL handshake failure occurring exclusively on 0.05% of incoming mobile client connections routed through an AWS Application Load Balancer.,1
Investigate why worker pods experienced unhandled SIGKILL exits without any Kubernetes OOMKilled events or system error logs in syslog.,1
"Analyze a production incident where distributed cache invalidation messages arrived out of order, leading to persistent stale data served to 5% of web users.",1
Conduct a root-cause investigation into why an automated database backup script failed silently for 3 weeks while reporting exit code 0 to monitoring cron jobs.,1
Diagnose the cause of unexpected TCP reset packets (RST) terminating persistent WebSocket connections during peak ingress traffic on edge proxies.,1
Investigate why disk I/O wait times spiked to 98% on primary database nodes after enabling logical replication for an analytical reporting replica.,1
"Analyze why model inference latency exhibited extreme bimodal distribution with 95% of requests taking 15ms and 5% taking over 4,500ms under steady request rates.",1
Conduct a post-incident review of how an improperly scoped IAM policy allowed an automated CI runner to delete production S3 buckets during an integration test run.,1
"Perform a STRIDE threat modeling analysis for this public-facing LLM gateway architecture, identifying prompt injection, data exfiltration, and model evasion attack vectors.",1
"Analyze the security threat landscape of an automated CI/CD pipeline using GitHub Actions self-hosted runners, detailing container escape and secret theft mitigations.",1
Produce an end-to-end threat model for a Kubernetes multi-tenant cluster hosting untrusted customer code execution sandboxes using gVisor and eBPF monitoring.,1
"Evaluate the attack surface of an OAuth2 and OpenID Connect implementation in a microservices ecosystem, focusing on token replay, CSRF, and authorization code interception.",1
Construct an attack tree for an adversary attempting to poison training data in an automated continual-learning pipeline hosted on AWS S3.,1
"Perform a comprehensive threat assessment of an IoT gateway receiving telemetry over MQTT, detailing man-in-the-middle, replay, and device spoofing risks.",1
Analyze the vulnerability of a distributed Redis cache to cache poisoning attacks and design cryptographic validation controls for cached responses.,1
Evaluate the threat model of a serverless microservices architecture utilizing AWS Lambda and API Gateway against denial-of-wallet and algorithmic complexity attacks.,1
Produce a zero-trust threat evaluation for remote developer access to production Kubernetes bastion hosts using WireGuard and hardware FIDO2 keys.,1
"Assess the risk of side-channel attacks (timing attacks, power analysis, cache leakage) against a cryptographic microservice performing RSA and ECDSA private key signing.",1
"Perform a threat analysis on the model serialization pipeline (Pickle, PyTorch .pt, Safetensors), explaining arbitrary remote code execution risks and remediation.",1
Model the threats associated with API key exposure in client-side mobile applications and design an ephemeral session token exchange architecture.,1
Evaluate the security posture of an internal developer platform against malicious insider threats attempting unauthorized elevation of AWS IAM privileges.,1
Analyze the attack surface of a gRPC microservices cluster communicating across private VPC peerings without mutual TLS (mTLS) enforcement.,1
Construct a threat model for an automated LLM code-generation assistant integrating with internal Git repositories and executing unit tests in staging.,1
Draft a compliance and risk assessment analyzing GDPR Article 17 (Right to be Forgotten) implications for an immutable distributed append-only ledger.,1
"Evaluate the legal, regulatory, and operational risks of storing patient health data across multi-tenant AWS cloud regions under HIPAA and HITECH standards.",1
"Produce an enterprise risk assessment for deploying autonomous LLM agents with database write privileges, detailing safety guardrails and auditability.",1
"Analyze the SOC 2 Type II trust service criteria (Security, Availability, Confidentiality) gaps in an existing Kubernetes infrastructure utilizing shared worker nodes.",1
"Evaluate the regulatory requirements under PCI-DSS v4.0 for tokenizing, transmitting, and storing credit card primary account numbers in a cloud-native checkout API.",1
Assess the legal and intellectual property exposure of training proprietary enterprise LoRA models on customer-generated support transcripts without explicit opt-in.,1
Conduct a compliance review of an organization's cross-border data transfer mechanisms following the EU-US Data Privacy Framework invalidation precedents.,1
Formulate an audit methodology and compliance verification checklist for verifying ISO/IEC 27001 ISMS controls across automated Terraform deployments.,1
Analyze the corporate compliance obligations and regulatory disclosure timelines for reporting critical cybersecurity incidents to the SEC under Form 8-K rules.,1
Evaluate the privacy and ethical compliance risks of implementing biometric facial recognition access controls on corporate campus video surveillance feeds.,1
Assess the risk of regulatory penalties under the European Union AI Act for deploying high-risk credit-scoring machine learning models in production.,1
"Draft a vendor risk assessment evaluating third-party SaaS dependencies (Datadog, Auth0, Snowflake) regarding data ownership, uptime SLAs, and breach notifications.",1
Produce a regulatory compliance roadmap for open banking APIs adhering to PSD2 Strong Customer Authentication (SCA) and RTS technical standards.,1
Analyze the forensic audit trail requirements for financial trading algorithms under MiFID II RTS 25 clock synchronization and order event logging rules.,1
Conduct a data sovereignty and compliance review for deploying cloud workloads in Germany under the BSI C5 (Cloud Computing Compliance Criteria Catalogue).,1
Evaluate whether to build an internal feature store or purchase commercial Managed Feast for a 50-person data science organization.,1
Compare using CockroachDB versus Spanner for an international retail chain requiring strict ACID guarantees across North America and Europe.,1
Analyze how adopting WebAssembly on Envoy edge proxies impacts request latency and security sandboxing compared to Lua scripting.,1
"Evaluate the operational and cost implications of switching from Datadog to an open-source Grafana Mimir, Loki, and Tempo observability stack.",1
"Determine the optimal cache invalidation architecture for a global news website with 50,000 updates per minute and strict freshness requirements.",1
"Design an end-to-end event-driven architecture for real-time fraud detection handling 100,000 events/second with sub-50ms P99 latency, stateful stream processing, and exactly-once semantics.",1
"Propose an infrastructure architecture for deploying a multi-tenant LLM serving platform with strict tenant isolation, dynamic LoRA adapter loading, and zero GPU cold-start penalty.",1
Architect a global active-active multi-region disaster recovery system for a financial ledger requiring zero data loss (RPO=0) and failover within 30 seconds (RTO<30s).,1
"Design a scalable semantic caching tier for LLM inference queries that balances vector similarity search recall, cache invalidation accuracy, and memory overhead.",1
"Develop a complete microservices architecture for an automated medical imaging triage system, detailing DICOM ingestion, GPU worker auto-scaling, and HIPAA audit trails.",1
"Propose an enterprise data mesh architecture for a global bank, detailing data product ownership, federated governance, polyglot persistence, and schema evolution contracts.",1
Design a distributed rate-limiting and quota management subsystem across 5 AWS regions capable of handling 500k RPS with eventual consistency and bounded local state drift.,1
Architect a federated learning platform across 200 hospital edge clusters that aggregates model updates under differential privacy without leaking patient information.,1
"Design a highly available telemetry pipeline collecting metrics, logs, and distributed traces from 10,000 Kubernetes pods, featuring adaptive sampling and cost-optimized tiering.",1
Create a modular architecture for a real-time recommendation engine combining collaborative filtering with contextual bandits and online feature stores.,1
